,favorite,retweet,tweet_id
947,3461,1096,751456908746354688
948,13511,6511,751251247299190784
949,6817,2024,751205363882532864
950,5495,1441,751132876104687617
951,5180,1545,750868782890057730
952,14283,5593,750719632563142656
953,4813,1273,750506206503038976
954,14237,4790,750429297815552001
955,4906,1262,750383411068534784
956,742,35,750381685133418496
957,3338,1069,750147208377409536
958,3911,1399,750132105863102464
959,4660,1436,750117059602808832
960,3290,931,750101899009982464
961,2341,600,750086836815486976
962,8461,3699,750071704093859840
963,3377,984,750056684286914561
964,3427,685,750041628174217216
965,2925,872,750026558547456000
966,3495,1005,750011400160841729
967,3265,891,749996283729883136
968,5514,2712,749981277374128128
969,5016,1449,749774190421639168
970,6586,1847,749417653287129088
971,2831,604,749403093750648834
972,9276,3833,749395845976588288
973,5921,2448,749317047558017024
974,6220,2295,749075273010798592
975,5168,1674,749064354620928000
976,3345,864,749036806121881602
977,11571,3774,748977405889503236
978,6312,2489,748932637671223296
979,2981,1042,748705597323898880
980,5102,1767,748699167502000129
981,4568,1471,748692773788876800
982,6547,2204,748575535303884801
983,2349,746,748568946752774144
984,5620,1367,748346686624440324
985,8271,4564,748337862848962560
986,3996,844,748324050481647620
987,3959,792,748307329658011649
988,15213,8605,748220828303695873
989,6250,2378,747963614829678593
990,7143,2816,747933425676525569
991,3179,1093,747885874273214464
992,3021,823,747844099428986880
993,5229,1284,747816857231626240
994,1486,174,747651430853525504
995,13883,6446,747648653817413632
996,2500,602,747600769478692864
997,3970,1165,747594051852075008
998,5985,1744,747512671126323200
999,4163,1144,747461612269887489
1000,5854,2129,747439450712596480
1001,0,3178,747242308580548608
1002,5682,1738,747219827526344708
1003,3644,1010,747204161125646336
1004,10325,4423,747103485104099331
1005,3101,328,746906459439529985
1006,6444,2366,746872823977771008
1007,5691,1893,746818907684614144
1008,5235,1760,746790600704425984
1009,10268,4292,746757706116112384
1010,6495,1972,746726898085036033
1011,5417,2054,746542875601690625
1012,0,1084,746521445350707200
1013,4988,1191,746507379341139972
1014,6501,1811,746369468511756288
1015,7411,2426,746131877086527488
1016,3810,906,746056683365994496
1017,4348,1172,745789745784041472
1018,7487,2560,745712589599014916
1019,7642,2797,745433870967832576
1020,9218,2688,745422732645535745
1021,7693,3055,745314880350101504
1022,8409,3873,745074613265149952
1023,7776,2515,745057283344719872
1024,3209,692,744995568523612160
1025,8453,2961,744971049620602880
1026,6009,1712,744709971296780288
1027,7253,2359,744334592493166593
1028,128365,77409,744234799360020481
1029,1826,411,744223424764059648
1030,4456,1199,743980027717509120
1031,3914,1052,743895849529389061
1032,0,2307,743835915802583040
1033,4811,1512,743609206067040256
1034,19814,7224,743595368194129920
1035,3775,1035,743545585370791937
1036,8467,4062,743510151680958465
1037,4533,1330,743253157753532416
1038,6652,2098,743222593470234624
1039,4113,1503,743210557239623680
1040,7565,3897,742534281772302336
1041,4772,2185,742528092657332225
1042,7783,4254,742465774154047488
1043,10563,4182,742423170473463808
1044,7288,2189,742385895052087300
1045,4653,1510,742161199639494656
1046,5523,1714,742150209887731712
1047,4877,1659,741793263812808706
1048,8755,3035,741743634094141440
1049,3940,917,741438259667034112
1050,9409,3553,741303864243200000
1051,10743,6073,741099773336379392
1052,10115,3400,741067306818797568
1053,6863,3040,740995100998766593
1054,3653,1025,740711788199743490
1055,3036,855,740699697422163968
1056,19433,7481,740676976021798912
1057,37170,14622,740373189193256964
1058,2660,480,740365076218183684
1059,3535,938,740359016048689152
1060,7167,2160,740214038584557568
1061,21379,6509,739979191639244800
1062,4340,1184,739932936087216128
1063,4062,934,739844404073074688
1064,4087,1500,739623569819336705
1065,5773,1818,739606147276148736
1066,42633,23555,739544079319588864
1067,7724,3226,739485634323156992
1068,73374,50911,739238157791694849
1069,115,6,738891149612572673
1070,4034,1247,738885046782832640
1071,3575,890,738883359779196928
1072,5459,1715,738537504001953792
1073,3512,934,738402415918125056
1074,4625,1326,738184450748633089
1075,9421,3739,738166403467907072
1076,2708,725,738156290900254721
1077,5639,1943,737826014890496000
1078,10691,3797,737800304142471168
1079,5403,1466,737678689543020544
1080,11050,4897,737445876994609152
1081,3862,882,737322739594330112
1082,15701,8119,737310737551491075
1083,4619,1912,736736130620620800
1084,19014,8161,736392552031657984
1085,4284,1365,736365877722001409
1086,8703,3031,736225175608430592
1087,8463,3257,736010884653420544
1088,3858,1259,735991953473572864
1089,4301,1198,735648611367784448
1090,6626,2589,735635087207878657
1091,13909,5572,735274964362878976
1092,3595,967,735256018284875776
1093,3348,1056,735137028879360001
1094,2923,564,734912297295085568
1095,13432,6900,734787690684657664
1096,2682,590,734776360183431168
1097,1601,432,734559631394082816
1098,3843,853,733828123016450049
1099,3927,1104,733822306246479872
1100,3358,1039,733482008106668032
1101,4497,1406,733460102733135873
1102,45432,17347,733109485275860992
1103,2607,586,732732193018155009
1104,3775,967,732726085725589504
1105,3940,847,732585889486888962
1106,8632,2752,732375214819057664
1107,15964,5974,732005617171337216
1108,3728,1074,731285275100512256
1109,4094,1390,731156023742988288
1110,6547,2168,730924654643314689
1111,5266,2361,730573383004487680
1112,3707,1141,730427201120833536
1113,4095,1148,730211855403241472
1114,5220,2114,730196704625098752
1115,4299,1221,729854734790754305
1116,1818,418,729838605770891264
1117,4263,1358,729823566028484608
1118,6210,2518,729463711119904772
1119,2017,360,729113531270991872
1120,3384,893,728986383096946689
1121,4987,1852,728760639972315136
1122,2987,741,728751179681943552
1123,3542,1139,728653952833728512
1124,5262,2202,728409960103686147
1125,3925,1044,728387165835677696
1126,4607,1283,728046963732717569
1127,4857,1833,728035342121635841
1128,4384,1195,728015554473250816
1129,3130,696,727685679342333952
1130,6303,1913,727644517743104000
1131,4774,1338,727524757080539137
1132,3547,816,727314416056803329
1133,3239,897,727286334147182592
1134,4132,1494,727175381690781696
1135,3882,1448,727155742655025152
1136,7345,2672,726935089318363137
1137,4099,1643,726887082820554753
1138,3790,1099,726828223124897792
1139,4711,1268,726224900189511680
1140,7524,2891,725842289046749185
1141,4450,1483,725786712245440512
1142,5533,1946,725729321944506368
1143,1508,679,725458796924002305
1144,3958,1429,724983749226668032
1145,2533,699,724771698126512129
1146,5668,1802,724405726123311104
1147,4627,1929,724049859469295616
1148,2844,607,724046343203856385
1149,4472,1731,724004602748780546
1150,4141,1338,723912936180330496
1151,8234,3254,723688335806480385
1152,3228,973,723673163800948736
1153,5653,2051,723179728551723008
1154,4386,1716,722974582966214656
1155,5288,1789,722613351520608256
1156,4980,2050,721503162398597120
1157,2687,669,721001180231503872
1158,3326,842,720785406564900865
1159,2641,743,720775346191278080
1160,4401,1628,720415127506415616
1161,6843,2759,720389942216527872
1162,3061,1064,720340705894408192
1163,4145,1236,720059472081784833
1164,5225,2186,720043174954147842
1165,5156,1913,719991154352222208
1166,4868,1587,719704490224398336
1167,5391,2114,719551379208073216
1168,2976,804,719367763014393856
1169,4704,1361,719339463458033665
1170,3636,1042,719332531645071360
1171,3720,1202,718971898235854848
1172,5596,1916,718939241951195136
1173,20210,8837,718631497683582976
1174,2610,527,718613305783398402
1175,2655,1103,718540630683709445
1176,2884,582,718460005985447936
1177,5205,1642,718454725339934721
1178,2054,547,718246886998687744
1179,4126,1091,718234618122661888
1180,2612,649,717841801130979328
1181,3092,1232,717790033953034240
1182,6147,2010,717537687239008257
1183,1708,497,717428917016076293
1184,3367,922,717421804990701568
1185,6680,2080,717047459982213120
1186,3491,1069,717009362452090881
1187,4547,1279,716802964044845056
1188,5896,1516,716791146589110272
1189,1308,460,716730379797970944
1190,13995,6422,716447146686459905
1191,2518,240,716439118184652801
1192,2966,1190,716285507865542656
1193,5214,1900,716080869887381504
1194,3415,957,715928423106027520
1195,3984,1555,715758151270801409
1196,4974,1853,715733265223708672
1197,2991,616,715704790270025728
1198,4162,1410,715696743237730304
1199,4610,1771,715680795826982913
1200,5838,1716,715360349751484417
1201,3222,747,715342466308784130
1202,2570,716,715220193576927233
1203,5463,2056,715200624753819648
1204,4447,1351,715009755312439296
1205,4005,1130,714982300363173890
1206,7850,4669,714962719905021952
1207,4410,1550,714957620017307648
1208,3485,1091,714631576617938945
1209,3858,1017,714606013974974464
1210,2893,1271,714485234495041536
1211,3207,783,714258258790387713
1212,3486,918,714251586676113411
1213,2422,961,714214115368108032
1214,4582,1530,714141408463036416
1215,3486,850,713919462244790272
1216,2035,598,713909862279876608
1217,3015,811,713900603437621249
1218,5191,1499,713761197720473600
1219,4706,1410,713411074226274305
1220,7680,3101,713177543487135744
1221,4759,1588,713175907180089344
1222,19865,7356,712809025985978368
1223,13191,5452,712717840512598017
1224,4443,1328,712668654853337088
1225,5677,1704,712438159032893441
1226,261,25,712309440758808576
1227,4053,1135,712097430750289920
1228,3137,984,712092745624633345
1229,3451,533,712085617388212225
1230,2414,685,712065007010385924
1231,0,137,711998809858043904
1232,8595,2522,711968124745228288
1233,3032,1074,711743778164514816
1234,9512,4512,711732680602345472
1235,35091,19940,711694788429553666
1236,4125,1001,711652651650457602
1237,3909,1244,711363825979756544
1238,3530,797,711306686208872448
1239,3199,684,711008018775851008
1240,4859,1517,710997087345876993
1241,2721,749,710844581445812225
1242,2875,587,710833117892898816
1243,2464,617,710658690886586372
1244,5126,2563,710609963652087808
1245,4871,2052,710588934686908417
1246,2531,803,710296729921429505
1247,2275,564,710283270106132480
1248,4831,1377,710272297844797440
1249,2563,1228,710269109699739648
1250,3100,971,710153181850935296
1251,2955,976,710140971284037632
1252,5864,2175,710117014656950272
1253,3185,1171,709918798883774466
1254,719,109,709901256215666688
1255,3747,1301,709852847387627521
1256,3773,1320,709566166965075968
1257,3507,1164,709556954897764353
1258,1588,263,709519240576036864
1259,2373,646,709449600415961088
1260,2798,763,709409458133323776
1261,2560,627,709225125749587968
1262,13459,6376,709207347839836162
1263,2573,699,709198395643068416
1264,2151,736,709179584944730112
1265,2187,454,709158332880297985
1266,5090,1800,709042156699303936
1267,1911,718,708853462201716736
1268,3169,979,708845821941387268
1269,1822,549,708834316713893888
1270,17646,7613,708810915978854401
1271,2928,887,708738143638450176
1272,2726,796,708711088997666817
1273,2722,740,708479650088034305
1274,3281,894,708469915515297792
1275,17117,11054,708400866336894977
1276,3855,1472,708356463048204288
1277,2513,806,708349470027751425
1278,4563,1688,708149363256774660
1279,3621,915,708130923141795840
1280,2870,1067,708119489313951744
1281,2068,590,708109389455101952
1282,4665,2104,708026248782585858
1283,3317,1227,707995814724026368
1284,51,2,707983188426153984
1285,2880,1060,707969809498152960
1286,3501,1037,707776935007539200
1287,2660,669,707741517457260545
1288,4383,2702,707738799544082433
1289,3658,1095,707693576495472641
1290,2760,959,707629649552134146
1291,18136,7023,707610948723478529
1292,2440,764,707420581654872064
1293,2429,653,707411934438625280
1294,3750,1428,707387676719185920
1295,3521,1178,707377100785885184
1296,2636,704,707315916783140866
1297,2947,877,707297311098011648
1298,2751,740,707059547140169728
1299,2355,877,707038192327901184
1300,4342,1501,707021089608753152
1301,2463,647,707014260413456384
1302,15583,8583,706904523814649856
1303,2212,662,706901761596989440
1304,3549,1060,706681918348251136
1305,2759,1195,706644897839910912
1306,2309,688,706593038911545345
1307,3698,1541,706538006853918722
1308,3312,1128,706516534877929472
1309,3682,1004,706346369204748288
1310,22948,8755,706310011488698368
1311,1818,511,706291001778950144
1312,2914,1003,706265994973601792
1313,4192,2439,706169069255446529
1314,5511,1765,706166467411222528
1315,1599,420,706153300320784384
1316,3322,809,705975130514706432
1317,3366,976,705970349788291072
1318,2540,620,705898680587526145
1319,2090,580,705786532653883392
1320,3396,1265,705591895322394625
1321,3169,1012,705475953783398401
1322,4767,1805,705442520700944385
1323,4084,1861,705428427625635840
1324,3210,819,705239209544720384
1325,2762,881,705223444686888960
1326,2300,565,705102439679201280
1327,2326,662,705066031337840642
1328,4542,1218,704871453724954624
1329,2411,600,704859558691414016
1330,5475,1683,704847917308362754
1331,2833,1106,704819833553219584
1332,7110,3178,704761120771465216
1333,3148,1090,704499785726889984
1334,819,92,704491224099647488
1335,3642,1158,704480331685040129
1336,8611,3887,704364645503647744
1337,1693,386,704347321748819968
1338,1623,509,704134088924532736
1339,1990,616,704113298707505153
1340,3133,1002,704054845121142784
1341,1977,510,703774238772166656
1342,3527,1242,703769065844768768
1343,2779,757,703631701117943808
1344,4134,1665,703611486317502464
1345,4077,1513,703425003149250560
1346,2638,761,703407252292673536
1347,3753,1252,703382836347330562
1348,2041,423,703356393781329922
1349,2107,607,703268521220972544
1350,7903,3382,703079050210877440
1351,28318,13750,703041949650034688
1352,2776,794,702932127499816960
1353,1730,493,702899151802126337
1354,3442,1179,702684942141153280
1355,2344,613,702671118226825216
1356,11082,3598,702598099714314240
1357,3074,1055,702539513671897089
1358,3424,1702,702332542343577600
1359,3518,1129,702321140488925184
1360,2647,834,702276748847800320
1361,5148,1469,702217446468493312
1362,3685,1083,701981390485725185
1363,4087,1113,701952816642965504
1364,3820,1510,701889187134500865
1365,3671,1851,701805642395348998
1366,2237,504,701601587219795968
1367,3014,1023,701570477911896070
1368,2840,664,701545186879471618
1369,13128,5626,701214700881756160
1370,2384,629,700890391244103680
1371,2778,669,700864154249383937
1372,2605,545,700847567345688576
1373,2612,1046,700796979434098688
1374,24512,10296,700747788515020802
1375,2819,874,700518061187723268
1376,2442,624,700505138482569216
1377,4443,1973,700462010979500032
1378,2840,818,700167517596164096
1379,2401,726,700151421916807169
1380,8083,3026,700143752053182464
1381,2826,760,700062718104104960
1382,2213,636,700029284593901568
1383,3544,1474,700002074055016451
1384,3267,1057,699801817392291840
1385,2410,542,699788877217865730
1386,2962,1356,699779630832685056
1387,2097,668,699775878809702401
1388,10993,5028,699691744225525762
1389,6360,2861,699446877801091073
1390,2327,559,699434518667751424
1391,1468,362,699423671849451520
1392,2209,675,699413908797464576
1393,2012,482,699370870310113280
1394,3383,950,699323444782047232
1395,2394,691,699088579889332224
1396,2623,717,699079609774645248
1397,3219,1294,699072405256409088
1398,4051,1987,699060279947165696
1399,2795,1308,699036661657767936
1400,3631,1080,698989035503689728
1401,2904,984,698953797952008193
1402,2726,680,698907974262222848
1403,2655,752,698710712454139905
1404,1557,413,698703483621523456
1405,1375,374,698635131305795584
1406,2487,679,698549713696649216
1407,2005,492,698355670425473025
1408,2433,1041,698342080612007937
1409,5097,2203,698262614669991936
1410,17992,6552,698195409219559425
1411,3014,806,698178924120031232
1412,1631,364,697995514407682048
1413,3524,1417,697990423684476929
1414,2572,756,697943111201378304
1415,3243,1299,697881462549430272
1416,1870,591,697630435728322560
1417,3382,1105,697616773278015490
1418,3246,1379,697596423848730625
1419,2191,552,697575480820686848
1420,2225,1243,697516214579523584
1421,2593,742,697482927769255936
1422,3655,1512,697463031882764288
1423,5006,2035,697270446429966336
1424,3525,1091,697259378236399616
1425,3240,1272,697255105972801536
1426,2697,732,697242256848379904
1427,3425,1124,696900204696625153
1428,2521,739,696894894812565505
1429,5182,1958,696886256886657024
1430,2622,781,696877980375769088
1431,1578,388,696754882863349760
1432,2232,1038,696744641916489729
1433,2546,716,696713835009417216
1434,4185,1850,696518437233913856
1435,1311,162,696490539101908992
1436,2726,1130,696488710901260288
1437,3443,1247,696405997980676096
1438,2078,726,696100768806522880
1439,3213,1281,695816827381944320
1440,3411,852,695794761660297217
1441,2005,819,695767669421768709
1442,4906,2311,695629776980148225
1443,4666,1979,695446424020918272
1444,9225,3908,695409464418041856
1445,3914,1619,695314793360662529
1446,2823,674,695095422348574720
1447,3046,1209,695074328191332352
1448,1722,659,695064344191721472
1449,2858,864,695051054296211456
1450,2892,1007,694925794720792577
1451,2966,1028,694905863685980160
1452,38214,15842,694669722378485760
1453,1615,317,694356675654983680
1454,2184,679,694352839993344000
1455,1687,531,694342028726001664
1456,2151,548,694329668942569472
1457,4489,2238,694206574471057408
1458,3152,1014,694183373896572928
1459,3629,1132,694001791655137281
1460,2004,443,693993230313091072
1461,1852,404,693942351086120961
1462,2893,650,693647888581312512
1463,1439,142,693644216740769793
1464,2726,455,693642232151285760
1465,2630,878,693629975228977152
1466,1650,406,693622659251335168
1467,5435,2158,693590843962331137
1468,1759,281,693582294167244802
1469,1899,684,693486665285931008
1470,3599,1362,693280720173801472
1471,2557,899,693267061318012928
1472,2395,549,693262851218264065
1473,3066,804,693231807727280129
1474,8466,3513,693155686491000832
1475,1844,672,693109034023534592
1476,2011,506,693095443459342336
1477,2863,816,692919143163629568
1478,2610,964,692905862751522816
1479,1919,661,692901601640583168
1480,2445,884,692894228850999298
1481,3086,964,692828166163931137
1482,7317,3989,692752401762250755
1483,4647,1684,692568918515392513
1484,3426,1487,692535307825213440
1485,1978,458,692530551048294401
1486,1579,253,692423280028966913
1487,10048,3809,692417313023332352
1488,2698,901,692187005137076224
1489,2310,876,692158366030913536
1490,1759,430,692142790915014657
1491,3643,1393,692041934689402880
1492,3073,1051,692017291282812928
1493,4228,1803,691820333922455552
1494,8725,4608,691793053716221953
1495,3102,1123,691756958957883396
1496,2079,559,691675652215414786
1497,2543,629,691483041324204033
1498,4353,1254,691459709405118465
1499,2841,932,691444869282295808
1500,20769,8398,691416866452082688
1501,2766,723,691321916024623104
1502,3175,983,691096613310316544
1503,1828,372,691090071332753408
1504,6349,3161,690989312272396288
1505,3831,1382,690959652130045952
1506,4440,2189,690938899477221376
1507,3529,1117,690932576555528194
1508,4043,1406,690735892932222976
1509,2321,570,690728923253055490
1510,2490,868,690690673629138944
1511,1401,307,690649993829576704
1512,310,19,690607260360429569
1513,2106,659,690597161306841088
1514,2000,495,690400367696297985
1515,3485,950,690374419777196032
1516,2852,977,690360449368465409
1517,1610,559,690348396616552449
1518,1803,454,690248561355657216
1519,2996,1137,690021994562220032
1520,2686,808,690015576308211712
1521,3919,1852,690005060500217858
1522,1524,413,689999384604450816
1523,1577,502,689993469801164801
1524,1462,489,689977555533848577
1525,2595,759,689905486972461056
1526,3235,1304,689877686181715968
1527,2318,825,689835978131935233
1528,3422,1015,689661964914655233
1529,11163,4279,689659372465688576
1530,2402,717,689623661272240129
1531,12482,6070,689599056876867584
1532,2206,509,689557536375177216
1533,3636,1568,689517482558820352
1534,2411,1014,689289219123089408
1535,3526,1212,689283819090870273
1536,2145,788,689280876073582592
1537,1240,272,689275259254616065
1538,2751,1181,689255633275777024
1539,3282,1102,689154315265683456
1540,2180,568,689143371370250240
1541,2929,959,688916208532455424
1542,2269,847,688908934925697024
1543,2250,865,688898160958271489
1544,2391,770,688894073864884227
1545,1473,406,688828561667567616
1546,1024,215,688804835492233216
1547,2376,728,688789766343622656
1548,2792,770,688547210804498433
1549,2471,799,688519176466644993
1550,9982,4891,688385280030670848
1551,2382,919,688211956440801280
1552,2267,645,688179443353796608
1553,3021,862,688116655151435777
1554,1837,395,688064179421470721
1555,5874,2788,687841446767013888
1556,2928,1253,687826841265172480
1557,2685,1049,687818504314159109
1558,2561,767,687807801670897665
1559,1890,723,687732144991551489
1560,2617,929,687704180304273409
1561,2080,564,687664829264453632
1562,2052,632,687494652870668288
1563,1712,273,687480748861947905
1564,2123,592,687476254459715584
1565,2188,594,687460506001633280
1566,2033,687,687399393394311168
1567,21575,10077,687317306314240000
1568,4670,2090,687312378585812992
1569,5864,2517,687127927494963200
1570,2320,557,687124485711986689
1571,6220,2717,687109925361856513
1572,2508,1091,687102708889812993
1573,2403,672,687096057537363968
1574,9235,3488,686947101016735744
1575,3764,1508,686760001961103360
1576,3728,1608,686749460672679938
1577,4450,1316,686730991906516992
1578,3008,884,686683045143953408
1579,3944,1495,686618349602762752
1580,2022,594,686606069955735556
1581,1884,752,686394059078897668
1582,3477,974,686386521809772549
1583,2376,621,686377065986265092
1584,2355,751,686358356425093120
1585,4288,1836,686286779679375361
1586,2366,810,686050296934563840
1587,1241,134,686035780142297088
1588,3344,1288,686034024800862208
1589,2648,460,686007916130873345
1590,1953,704,686003207160610816
1591,2264,590,685973236358713344
1592,1758,674,685943807276412928
1593,8077,3199,685906723014619143
1594,2173,139,685681090388975616
1595,2505,635,685667379192414208
1596,3479,1606,685663452032069632
1597,3139,854,685641971164143616
1598,35379,17239,685547936038666240
1599,3263,1269,685532292383666176
1600,10191,4397,685325112850124800
1601,2842,712,685321586178670592
1602,3588,1187,685315239903100929
1603,2213,482,685307451701334016
1604,3333,1333,685268753634967552
1605,2492,736,685198997565345792
1606,4388,1568,685169283572338688
1607,2457,422,684969860808454144
1608,7147,3440,684959798585110529
1609,3447,1152,684940049151070208
1610,3763,523,684926975086034944
1611,3755,1609,684914660081053696
1612,2007,586,684902183876321280
1613,2250,911,684880619965411328
1614,37667,23748,684830982659280897
1615,2910,1090,684800227459624960
1616,9582,3893,684594889858887680
1617,4414,1550,684588130326986752
1618,3223,1361,684567543613382656
1619,2845,1061,684538444857667585
1620,4145,1288,684481074559381504
1621,2113,611,684460069371654144
1622,8757,3627,684241637099323392
1623,1328,232,684225744407494656
1624,4123,1522,684222868335505415
1625,2326,1134,684200372118904832
1626,2053,571,684195085588783105
1627,3731,1294,684188786104872960
1628,2165,739,684177701129875456
1629,3194,1648,684147889187209216
1630,2132,525,684122891630342144
1631,4406,1577,684097758874210310
1632,4063,1225,683857920510050305
1633,2062,385,683852578183077888
1634,2811,1079,683849932751646720
1635,2810,1216,683834909291606017
1636,2988,1160,683828599284170753
1637,3591,1487,683773439333797890
1638,6990,3668,683742671509258241
1639,7894,3194,683515932363329536
1640,3393,1053,683498322573824003
1641,2817,1088,683481228088049664
1642,2613,736,683462770029932544
1643,4174,1770,683449695444799489
1644,8150,2620,683391852557561860
1645,3162,1035,683357973142474752
1646,3085,1148,683142553609318400
1647,3647,1005,683111407806746624
1648,2320,717,683098815881154561
1649,2128,617,683078886620553216
1650,2313,805,683030066213818368
1651,39739,18399,682962037429899265
1652,1898,204,682808988178739200
1653,2647,1232,682788441537560576
1654,1629,479,682750546109968385
1655,1409,393,682697186228989953
1656,3264,1178,682662431982772225
1657,2203,659,682638830361513985
1658,3674,1275,682429480204398592
1659,8123,1944,682406705142087680
1660,2385,750,682393905736888321
1661,1787,511,682389078323662849
1662,3299,1097,682303737705140231
1663,4471,1345,682259524040966145
1664,3484,1300,682242692827447297
1665,19660,10927,682088079302213632
1666,5315,1865,682059653698686977
1667,3439,1063,682047327939461121
1668,7052,2218,682032003584274432
1669,3374,1676,682003177596559360
1670,2967,1132,681981167097122816
1671,2644,915,681891461017812993
1672,13692,4444,681694085539872773
1673,1881,488,681679526984871937
1674,2832,1022,681654059175129088
1675,2049,518,681610798867845120
1676,3802,1443,681579835668455424
1677,15356,6406,681523177663676416
1678,1757,305,681340665377193984
1679,9946,4462,681339448655802368
1680,2849,840,681320187870711809
1681,4227,2012,681302363064414209
1682,3404,1054,681297372102656000
1683,3440,1210,681281657291280384
1684,1556,300,681261549936340994
1685,1602,601,681242418453299201
1686,2558,529,681231109724700672
1687,3970,1636,681193455364796417
1688,2595,725,680970795137544192
1689,4873,2182,680959110691590145
1690,3451,1165,680940246314430465
1691,2222,484,680934982542561280
1692,2557,679,680913438424612864
1693,1891,403,680889648562991104
1694,3686,1468,680836378243002368
1695,2318,724,680805554198020098
1696,2535,906,680801747103793152
1697,3057,1145,680798457301471234
1698,2822,784,680609293079592961
1699,3853,1473,680583894916304897
1700,4529,2102,680497766108381184
1701,1832,528,680494726643068929
1702,2711,821,680473011644985345
1703,1550,552,680440374763077632
1704,1556,317,680221482581123072
1705,3033,1290,680206703334408192
1706,2293,560,680191257256136705
1707,4167,1714,680176173301628928
1708,2472,801,680161097740095489
1709,3868,1908,680145970311643136
1710,2452,1043,680130881361686529
1711,2898,1003,680115823365742593
1712,3810,1504,680100725817409536
1713,13667,9771,680085611152338944
1714,2745,962,680070545539371008
1715,17868,7822,680055455951884288
1716,2100,706,679877062409191424
1717,2311,724,679872969355714560
1718,2632,684,679862121895714818
1719,3071,1356,679854723806179328
1720,2536,856,679844490799091713
1721,38785,15386,679828447187857408
1722,3297,1232,679777920601223168
1723,2240,882,679736210798047232
1724,2313,906,679729593985699840
1725,1770,520,679722016581222400
1726,5083,2275,679530280114372609
1727,2831,802,679527802031484928
1728,3605,1414,679511351870550016
1729,3382,1629,679503373272485890
1730,2247,703,679475951516934144
1731,33998,20686,679462823135686656
1732,2541,1328,679405845277462528
1733,22979,8911,679158373988876288
1734,2960,1130,679148763231985668
1735,3168,1274,679132435750195208
1736,6377,2811,679111216690831360
1737,18273,9036,679062614270468097
1738,2409,751,679047485189439488
1739,3017,1351,679001094530465792
1740,2486,1283,678991772295516161
1741,1746,506,678969228704284672
1742,2744,988,678800283649069056
1743,3722,1302,678798276842360832
1744,2966,1011,678774928607469569
1745,3763,1507,678767140346941444
1746,1740,526,678764513869611008
1747,7628,3637,678755239630127104
1748,4000,1871,678740035362037760
1749,5934,2669,678708137298427904
1750,3070,1633,678675843183484930
1751,2185,468,678643457146150913
1752,4262,1727,678446151570427904
1753,5779,2788,678424312106393600
1754,4523,1999,678410210315247616
1755,61846,30271,678399652199309312
1756,1690,459,678396796259975168
1757,1991,459,678389028614488064
1758,2593,987,678380236862578688
1759,1839,590,678341075375947776
1760,1383,292,678334497360859136
1761,12231,6645,678278586130948096
1762,1686,407,678255464182861824
1763,2049,426,678023323247357953
1764,14655,6957,678021115718029313
1765,3625,1830,677961670166224897
1766,1435,445,677918531514703872
1767,5143,2314,677895101218201600
1768,3243,1065,677716515794329600
1769,3600,1566,677700003327029250
1770,1299,348,677698403548192770
1771,2626,918,677687604918272002
1772,3544,1632,677673981332312066
1773,2077,1064,677662372920729601
1774,1997,868,677644091929329666
1775,2271,798,677573743309385728
1776,1370,499,677565715327688705
1777,2590,1270,677557565589463040
1778,7370,3959,677547928504967168
1779,1130,244,677530072887205888
1780,3244,1950,677335745548390400
1781,1438,320,677334615166730240
1782,1155,258,677331501395156992
1783,3856,1632,677328882937298944
1784,1749,586,677314812125323265
1785,1319,451,677301033169788928
1786,2107,767,677269281705472000
1787,3753,1782,677228873407442944
1788,2899,1000,677187300187611136
1789,2939,1168,676975532580409345
1790,2337,883,676957860086095872
1791,1373,428,676949632774234114
1792,2297,951,676948236477857792
1793,1802,410,676946864479084545
1794,2200,831,676942428000112642
1795,13477,5352,676936541936185344
1796,3150,1951,676916996760600576
1797,2380,788,676897532954456065
1798,2230,781,676864501615042560
1799,24477,17020,676821958043033607
1800,1909,721,676819651066732545
1801,1501,458,676811746707918848
1802,5278,2186,676776431406465024
1803,3063,1070,676617503762681856
1804,1150,210,676613908052996102
1805,1991,478,676606785097199616
1806,1235,425,676603393314578432
1807,4839,2342,676593408224403456
1808,976,139,676590572941893632
1809,2470,865,676588346097852417
1810,1272,305,676582956622721024
1811,2731,1221,676575501977128964
1812,1980,604,676533798876651520
1813,1598,580,676496375194980353
1814,12328,5078,676470639084101634
1815,1818,728,676440007570247681
1816,1474,373,676430933382295552
1817,2186,591,676263575653122048
1818,1290,321,676237365392908289
1819,79087,33720,676219687039057920
1820,1832,638,676215927814406144
1821,2402,1112,676191832485810177
1822,2026,724,676146341966438401
1823,2266,1265,676121918416756736
1824,2962,1250,676101918813499392
1825,3186,1561,676098748976615425
1826,1386,462,676089483918516224
1827,1728,629,675898130735476737
1828,2248,946,675891555769696257
1829,2514,1037,675888385639251968
1830,4418,1526,675878199931371520
1831,1735,611,675870721063669760
1832,2843,1410,675853064436391936
1833,999,165,675849018447167488
1834,2410,966,675845657354215424
1835,1608,574,675822767435051008
1836,1110,247,675820929667219457
1837,10828,3661,675798442703122432
1838,1702,513,675781562965868544
1839,1224,373,675740360753160193
1840,1996,899,675710890956750848
1841,2101,746,675707330206547968
1842,679,103,675706639471788032
1843,1905,452,675534494439489536
1844,1243,416,675531475945709568
1845,1093,307,675522403582218240
1846,1377,492,675517828909424640
1847,18061,6278,675501075957489664
1848,3309,1403,675497103322386432
1849,1362,643,675489971617296384
